"Step","n_bits: 50 - eval/success_count","n_bits: 50 - eval/success_count__MIN","n_bits: 50 - eval/success_count__MAX","n_bits: 33 - eval/success_count","n_bits: 33 - eval/success_count__MIN","n_bits: 33 - eval/success_count__MAX"
"570","","","","0.06999999936670065","0.029999999329447746","0.10999999940395355"
"571","","","","0.08000000286847353","0.009999999776482582","0.15000000596046448"
"572","","","","0.09500000067055225","0.05000000074505806","0.14000000059604645"
"573","","","","0.07999999728053808","0.029999999329447746","0.12999999523162842"
"574","","","","0.08999999985098839","0.03999999910593033","0.14000000059604645"
"575","","","","0.0949999988079071","0.07000000029802322","0.11999999731779099"
"576","","","","0.09999999962747097","0.05999999865889549","0.14000000059604645"
"577","","","","0.12999999895691872","0.03999999910593033","0.2199999988079071"
"578","","","","0.11999999918043613","0.05000000074505806","0.1899999976158142"
"579","","","","0.1550000049173832","0.03999999910593033","0.27000001072883606"
"580","","","","0.1999999973922968","0.019999999552965164","0.3799999952316284"
"581","","","","0.18499999679625034","0.05000000074505806","0.3199999928474426"
"582","","","","0.20000000670552254","0.07000000029802322","0.33000001311302185"
"583","","","","0.19999999552965164","0.10999999940395355","0.28999999165534973"
"584","","","","0.26000000163912773","0.11999999731779099","0.4000000059604645"
"585","","","","0.29499999433755875","0.14000000059604645","0.44999998807907104"
"586","","","","0.29500000178813934","0.09000000357627869","0.5"
"587","","","","0.3750000074505806","0.20000000298023224","0.550000011920929"
"588","","","","0.41999998688697815","0.25","0.5899999737739563"
"589","","","","0.3699999898672104","0.1599999964237213","0.5799999833106995"
"590","","","","0.4099999889731407","0.17000000178813934","0.6499999761581421"
"591","","","","0.45499999821186066","0.09000000357627869","0.8199999928474426"
"592","","","","0.5200000032782555","0.10999999940395355","0.9300000071525574"
"593","","","","0.614999994635582","0.28999999165534973","0.9399999976158142"
"594","","","","0.6050000041723251","0.2199999988079071","0.9900000095367432"
"595","","","","0.5999999865889549","0.23999999463558197","0.9599999785423279"
"596","","","","0.6150000095367432","0.25999999046325684","0.9700000286102295"
"597","","","","0.6700000166893005","0.3700000047683716","0.9700000286102295"
"598","","","","0.6650000065565109","0.3499999940395355","0.9800000190734863"
"599","","","","0.7000000029802322","0.41999998688697815","0.9800000190734863"
